k1_name;k2_name;classification;knn;logistic_regression;mlp;xgb
S_O3;P_E6;0;0;0;0;1
S_O3;R_J4;1;0;0;0;1
S_O3;R_J7;0;0;0;1;1
S_P9;P_E6;0;1;0;1;1
S_P9;R_J4;1;1;0;0;0
S_P9;R_J7;0;1;0;1;0
S_P15;S_P4;1;1;0;1;0
S_P4;S_P15;1;1;0;1;1
S_P4;S_P4;1;1;0;1;1
S_P4;S_P38;1;1;0;1;0
S_P4;S_P16;1;1;0;1;0
S_P4;S_D3;0;0;0;1;0
S_P4;S_P22;1;1;1;1;1
S_P4;S_D5;0;1;0;1;1
S_P4;S_P40;1;1;0;1;0
S_P4;S_P19;1;1;0;1;0
S_P4;S_P9;0;0;0;0;0
S_P5;S_P4;0;1;0;1;1
S_P38;S_P4;1;1;1;0;1
S_P38;S_P5;0;0;0;0;1
S_P38;S_P38;1;1;0;1;0
S_P38;S_P16;0;1;0;1;0
S_P38;S_D3;0;0;1;0;1
S_P38;S_P22;1;1;0;1;1
S_P38;S_D5;0;0;0;0;0
S_P38;S_P19;0;1;0;1;0
S_P16;S_P4;0;1;1;1;1
S_P16;S_P38;0;0;0;0;0
S_D3;S_P4;1;0;0;1;1
S_D3;S_P38;0;0;0;0;0
S_P22;S_P4;1;0;0;1;0
S_P22;S_P38;1;1;0;1;0
S_D5;S_P4;0;0;0;1;1
S_D5;S_P38;0;1;0;1;0
S_P40;S_P4;1;0;0;0;1
S_P40;S_P40;1;0;0;0;1
S_P19;S_P4;1;0;0;0;1
S_P19;S_P38;1;0;0;0;1
S_P9;S_P4;0;0;0;0;1
